Ticker,Summary,BERT Sentiment,BERT Score,RoBERTa Sentiment,RoBERTa Score,ALBERT Sentiment,ALBERT Score,URL
GME,edgesuite.net issues error:566c3f17.,1 star,0.42448851466178894,NEUTRAL,0.4974696636199951,LABEL_0,0.9866016507148743,https://www.cnbc.com/2025/02/10/stocks-making-the-biggest-moves-midday-mcd-gme-on.html
GME,edgesuite.net issues error while trying to load database.,1 star,0.45892396569252014,NEUTRAL,0.6466059684753418,LABEL_0,0.9977468848228455,https://www.cnbc.com/2024/09/11/stocks-making-the-biggest-moves-midday-gme-vktx-djt.html
GME,.,3 stars,0.2539340555667877,ENTAILMENT,0.5970515608787537,LABEL_1,0.5391217470169067,https://www.cnbc.com/2024/09/23/stocks-making-the-biggest-moves-after-hours-snow-gme-de-and-more.html
GME,edgesuite.net makes no apologies for accuracy.,4 stars,0.26823779940605164,ENTAILMENT,0.5055152773857117,LABEL_0,0.555169403553009,https://www.cnbc.com/2025/02/13/stocks-making-the-biggest-moves-after-hours-gme-coin-abnb-infa.html
GME,Your information may be shared with third parties.,3 stars,0.32189199328422546,ENTAILMENT,0.6613854765892029,LABEL_0,0.5704198479652405,https://www.google.com/search?q%3Dcnbc%2Bfinance%2BGME%26tbm%3Dnws%26pccc%3D1
GME,Web browser: http://edgesuite.net,4 stars,0.2678055167198181,NEUTRAL,0.5534078478813171,LABEL_1,0.5200490951538086,https://www.cnbc.com/2024/06/07/gamestop-gme-q1-earnings.html
GME,Web browser: http://edgesuite.net,4 stars,0.2678055167198181,NEUTRAL,0.5534078478813171,LABEL_1,0.5200490951538086,https://www.cnbc.com/2024/12/11/stocks-making-the-biggest-moves-premarket-gme-m-gev-duol.html
GME,.,3 stars,0.2539340555667877,ENTAILMENT,0.5970515608787537,LABEL_1,0.5391217470169067,https://www.cnbc.com/2024/05/14/stocks-making-the-biggest-moves-midday-amc-gme-sony-plnt.html
GME,Web Web browser: Edgesuite.net,4 stars,0.26362842321395874,NEUTRAL,0.5775095224380493,LABEL_1,0.6031438708305359,https://www.cnbc.com/2024/06/02/gamestop-jumps-as-roaring-kitty-trader-posts-giant-116-million-stock-position.html
GME,Web browser: http://edgesuite.net,4 stars,0.2678055167198181,NEUTRAL,0.5534078478813171,LABEL_1,0.5200490951538086,https://www.cnbc.com/2024/12/26/stocks-making-the-biggest-moves-premarket-gme-mstr-hmc-and-more.html
