Ticker,Summary,BERT Sentiment,BERT Score,RoBERTa Sentiment,RoBERTa Score,ALBERT Sentiment,ALBERT Score,URL
GME,"GameStop is on its 2nd parabolic short squeeze rally. It’s a profitable company, unlike AMC",5 stars,0.4109652638435364,NEUTRAL,0.9319615364074707,LABEL_1,0.975532054901123,https://medium.datadriveninvestor.com/i-used-ai-to-predict-the-gamestop-gme-frenzy-8aaa5aac4e5e
GME,,4 stars,0.2846149206161499,ENTAILMENT,0.5938628315925598,LABEL_0,0.5843019485473633,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-december-10-2024-8758727
GME,Video game retailer has confirmed that it has received a letter from Strive Asset Management.,1 star,0.43893519043922424,NEUTRAL,0.6710644960403442,LABEL_0,0.9568566083908081,https://www.tradingview.com/news/todayq:78b27648c094b:0-strive-sends-letter-to-gamestop-advising-investing-into-btc/
GME,Roaring Kitty reveals $181.4 million GME call options and stock investment.,5 stars,0.364471971988678,NEUTRAL,0.6276094913482666,LABEL_0,0.6747681498527527,https://www.tokenpost.com/GameStop-Jumps-300-as-Roaring-Kitty-Takes-Huge-GME-Call-Options-11950
GME,,4 stars,0.2846149206161499,ENTAILMENT,0.5938628315925598,LABEL_0,0.5843019485473633,https://finance.yahoo.com/video/gamestop-earnings-google-apple-august-210707491.html
GME,,4 stars,0.2846149206161499,ENTAILMENT,0.5938628315925598,LABEL_0,0.5843019485473633,https://finance.yahoo.com/news/live/stock-market-today-nasdaq-soars-to-record-as-tesla-google-amazon-apple-hit-fresh-highs-210100728.html
GME,"Shares have since cooled slightly, falling to $28.36 in after-hours trading. Gaming retailer previously made forays into crypto space",2 stars,0.4068775773048401,NEUTRAL,0.982115626335144,LABEL_0,0.7517610192298889,https://www.tradingview.com/news/cointelegraph:01fa12ac0094b:0-gamestop-rises-18-after-hours-on-reports-it-s-considering-investing-in-bitcoin/
GME,All photographs are copyrighted.,1 star,0.7867158055305481,NEUTRAL,0.6767619848251343,LABEL_1,0.7024471759796143,https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-cpi-inflation-gamestop-gme-stock/
GME,,4 stars,0.2846149206161499,ENTAILMENT,0.5938628315925598,LABEL_0,0.5843019485473633,https://cointelegraph.com/news/gamestop-bitcoin-buys-would-shake-tradfi-investors-swan-md
GME,Your information may be shared with third parties.,3 stars,0.32189199328422546,ENTAILMENT,0.6613854765892029,LABEL_0,0.5704198479652405,https://www.google.com/search?q%3Dgoogle%2Bfinance%2BGME%26tbm%3Dnws%26pccc%3D1
GME,Cohen shared a photo with Strategy co-founder. Shares of the video game retailer are down nearly 14% so far in 2025,1 star,0.3925996422767639,NEUTRAL,0.9634519219398499,LABEL_0,0.9615445733070374,https://crypto.news/gamestop-shares-gain-6-amid-bitcoin-adoption-rumors/
TSLA,"Protests are part of ‘Tesla Takedown,’ organizers say. Musk’s role has received criticism at the start",1 star,0.43590888381004333,NEUTRAL,0.9841657876968384,LABEL_0,0.9833446145057678,https://www.cnn.com/2025/03/01/business/tesla-takedown-musk-doge/index.html
TSLA,"Lava O3 15,799 Apple iPhone 16e 5G 159,900, Realme P3x 5G 113,999, Itel Zeno.",5 stars,0.2845802903175354,NEUTRAL,0.41218096017837524,LABEL_0,0.7481403350830078,https://timesofindia.indiatimes.com/technology/tech-news/tesla-stock-has-a-problem-and-it-may-be-related-to-elon-musk-and-doge/articleshow/118667935.cms
TSLA,"Shares are down 30% in February, putting them on track for second-worst month. Musk’s close association with Trump is a distraction",1 star,0.47642144560813904,NEUTRAL,0.9945143461227417,LABEL_0,0.9863566160202026,https://www.livemint.com/market/stock-market-news/tesla-stock-is-on-pace-for-its-second-worst-month-ever-this-is-why-11740748013018.html
TSLA,Elon Musk's DOGE adjudicates conflict-of-interest claims.,4 stars,0.37376612424850464,NEUTRAL,0.574175238609314,LABEL_0,0.9588931202888489,https://www.usatoday.com/story/opinion/columnist/2025/02/20/trump-musk-target-critics-telsa-conflict-interest/79085579007/
TSLA,Nomura says on-road price of Mahindra’s XEV 9e could be more than 60% higher.,2 stars,0.3183285892009735,NEUTRAL,0.6986826658248901,LABEL_0,0.7128020524978638,https://www.ndtvprofit.com/business/a-tesla-could-set-you-back-rs-55-lakh-in-india-mm-stock-impact-could-be-overdone
TSLA,,4 stars,0.2846149206161499,ENTAILMENT,0.5938628315925598,LABEL_0,0.5843019485473633,https://www.acea.auto/pc-registrations/new-car-registrations-2-6-in-january-2025-battery-electric-15-market-share/
TSLA,Electric vehicle-maker’s market value falls below $1 trillion. Musk’s political activities may be alienating potential car buyers,2 stars,0.38127401471138,NEUTRAL,0.9952915906906128,LABEL_0,0.9873427152633667,https://qz.com/tesla-stock-bad-month-elon-musk-1851767073
